Code,Country,Year,Imports,Exports,Producer price,Consumption per capita,GHG,Consumption,continent,GDP per capita,Beef,Pig,Poultry,Sheep
BRICS,BRICS,2005,75752,41148,0,1.445,120.165,4691233,,,,,,4656429
BRICS,BRICS,2006,90635,41621,0,1.499,120.416,4913436,,,,,,4864323
BRICS,BRICS,2007,94447,29699,0,1.565,119.213,5178814,,,,,,5113967
BRICS,BRICS,2008,121029,40735,0,1.578,119.704,5269329,,,,,,5189835
BRICS,BRICS,2009,97185,79790,0,1.561,120.281,5261615,,,,,,5244419
BRICS,BRICS,2010,92674,31350,0,1.576,119.152,5362486,,,,,,5301162
BRICS,BRICS,2011,115130,23080,0,1.545,118.497,5300298,,,,,,5205248
BRICS,BRICS,2012,155370,20781,0,1.562,117.643,5408340,,,,,,5273751
BRICS,BRICS,2013,292770,28123,0,1.606,118.423,5606050,,,,,,5341403
BRICS,BRICS,2014,321705,37201,0,1.651,118.084,5809848,,,,,,5525344
BRICS,BRICS,2015,261261,35586,0,1.662,121.014,5895182,,,,,,5669507
BRICS,BRICS,2016,252194,35389,0,1.711,123.042,6115594,,,,,,5898788
BRICS,BRICS,2017,273740,40822,0,1.735,120.111,6250429,,,,,,6017511
BRICS,BRICS,2018,347178,51804,0,1.755,120.557,6368306,,,,,,6072931
BRICS,BRICS,2019,409941,44120,0,1.806,123.928,6599477,,,,,,6233656
BRICS,BRICS,2020,375355,36445,0,1.797,124.545,6610813,,,,,,6271903
BRICS,BRICS,2021,377662,34366,0,1.802,124.976,6671230,,,,,,6327933
BRICS,BRICS,2022,379260,32832,0,1.804,125.247,6718022,,,,,,6371594
BRICS,BRICS,2023,395565,32097,0,1.814,126.48,6792943,,,,,,6429475
BRICS,BRICS,2024,399627,31600,0,1.828,127.784,6882947,,,,,,6514920
BRICS,BRICS,2025,397177,31422,0,1.843,129.163,6975000,,,,,,6609244
BRICS,BRICS,2026,392063,31074,0,1.858,130.452,7064473,,,,,,6703484
BRICS,BRICS,2027,388639,30903,0,1.873,131.653,7154168,,,,,,6796432
BRICS,BRICS,2028,386652,30721,0,1.888,132.743,7241563,,,,,,6885632
BRICS,BRICS,2029,385501,30634,0,1.903,133.738,7326764,,,,,,6971897
BRICS,BRICS,2030,384210,30524,0,1.917,134.655,7409418,,,,,,7055732
ZAF,South Africa,1990,100820,14206,6681.569,13.676,14.214,719000,Africa,6420.884211,632386,,,
ZAF,South Africa,1991,90458,23390,8437.259,13.752,14.304,741000,Africa,6410.445113,673932,,,
ZAF,South Africa,1992,102456,45338,8587.858,12.996,14.441,718000,Africa,6258.188866,660882,,,
ZAF,South Africa,1993,105391,18591,10290.481,11.71,13.93,663000,Africa,6328.210811,576200,,,
ZAF,South Africa,1994,119179,4492,15054.006,10.13,13.363,587000,Africa,6517.193656,472313,,,
ZAF,South Africa,1995,154115,24847,19491.379,9.984,13.363,591000,Africa,6715.798283,461732,,,
ZAF,South Africa,1996,153524,21602,20422.43,9.496,13.817,573000,Africa,6996.85935,441077,,,
ZAF,South Africa,1997,108034,24991,19552.098,9.119,14.304,560000,Africa,7175.763732,476957,,,
ZAF,South Africa,1998,106161,20063,21356.367,8.974,14.645,560000,Africa,7176.812841,473902,,,
ZAF,South Africa,1999,58868,11511,18526.129,10.594,14.792,671000,Africa,7344.811918,623643,,,
ZAF,South Africa,2000,21234,7111,18575.635,9.227,14.304,592707,Africa,7714.907526,578583,,,
ZAF,South Africa,2001,10953,14333,17493.229,8.692,14.191,565830,Africa,7989.760316,569211,,,
ZAF,South Africa,2002,16441,35077,19230.978,8.638,14.503,569499,Africa,8310.759384,588135,,,
ZAF,South Africa,2003,16621,13398,13966.273,9.568,14.461,638587,Africa,8608.734881,635364,,,
ZAF,South Africa,2004,34245,16044,13754.361,10.237,14.454,691592,Africa,9131.268581,673391,,,
ZAF,South Africa,2005,26775,10202,14256.073,11.187,14.713,765183,Africa,9790.638471,748610,,,
ZAF,South Africa,2006,66511,8494,17310.191,12.265,14.443,849619,Africa,10518.41754,791602,,,
ZAF,South Africa,2007,62807,21675,19453.982,12.044,14.885,845104,Africa,11233.92813,803972,,,
ZAF,South Africa,2008,36804,11138,32223.067,11.24,14.617,799329,Africa,11661.27813,773663,,,
ZAF,South Africa,2009,51511,10109,27652.503,11.205,14.476,807984,Africa,11409.57161,766582,,,
ZAF,South Africa,2010,56238,33500,30063.144,12.193,14.442,892126,Africa,11721.55437,869388,,,
ZAF,South Africa,2011,97173,55310,37052.58,11.785,14.427,875552,Africa,12172.41141,833689,,,
ZAF,South Africa,2012,78435,43865,39309.649,11.673,14.699,881050,Africa,12057.57589,846480,,,
ZAF,South Africa,2013,76593,43149,43883.029,12.393,14.601,950471,Africa,12450.98706,917027,,,
ZAF,South Africa,2014,77421,228583,44713.893,12.584,14.708,980541,Africa,12521.12855,1131703,,,
ZAF,South Africa,2015,268434,131871,61975.163,13.076,14.463,1034647,Africa,12552.33967,898084,,,
ZAF,South Africa,2016,99050,145603,59294.624,13.086,14.055,1050767,Africa,12591.59185,1097320,,,
ZAF,South Africa,2017,80352,145705,55412.91,12.004,13.56,977669,Africa,12701.34893,1043022,,,
ZAF,South Africa,2018,76101,132428,53168.539,11.761,13.556,970977,Africa,12931.12276,1027304,,,
ZAF,South Africa,2019,70930,120813,59154.605,12.006,13.962,1004316,Africa,13009.66863,1054198,,,
ZAF,South Africa,2020,13945,158159,65061.953,10.661,13.013,903295,Africa,12095.85629,1047509,,,
ZAF,South Africa,2021,14878,150568,62115.438,10.35,12.478,887757,Africa,,1023447,,,
ZAF,South Africa,2022,14913,150178,61619.692,10.444,12.443,906456,Africa,,1041721,,,
ZAF,South Africa,2023,15019,149035,62120.644,10.557,12.41,926767,Africa,,1060783,,,
ZAF,South Africa,2024,15260,146543,62413.966,10.673,12.346,947346,Africa,,1078630,,,
ZAF,South Africa,2025,15608,143208,63869.401,10.774,12.269,966655,Africa,,1094255,,,
ZAF,South Africa,2026,15942,140265,65320.187,10.871,12.214,985493,Africa,,1109816,,,
ZAF,South Africa,2027,16131,138712,66456.711,10.974,12.178,1004948,Africa,,1127529,,,
ZAF,South Africa,2028,16272,137593,67310.175,11.085,12.137,1025080,Africa,,1146400,,,
ZAF,South Africa,2029,16471,136086,68284.02,11.192,12.085,1044854,Africa,,1164469,,,
ZAF,South Africa,2030,16748,134093,69418.891,11.294,12.028,1064173,Africa,,1181517,,,
AFR,AFRICA,1990,18061,2644,0,0.803,4.758,591975,,,,576553,,
AFR,AFRICA,1991,20870,2022,0,0.764,4.885,577848,,,,558744,,
AFR,AFRICA,1992,21541,2566,0,0.79,5.029,613003,,,,593871,,
AFR,AFRICA,1993,25104,2766,0,0.705,5.125,609857,,,,587412,,
AFR,AFRICA,1994,31898,2851,0,0.7,5.267,621000,,,,590975,,
AFR,AFRICA,1995,40411,4362,0,0.736,5.435,670084,,,,634030,,
AFR,AFRICA,1996,43261,5813,0,0.729,5.488,680414,,,,643766,,
AFR,AFRICA,1997,43675,6222,0,0.73,5.666,697853,,,,660396,,
AFR,AFRICA,1998,57873,6455,0,0.712,5.718,697960,,,,647736,,
AFR,AFRICA,1999,53799,5789,0,0.701,5.706,704098,,,,656081,,
AFR,AFRICA,2000,64520,8676,0,0.805,6.026,828206,,,,770352,,
AFR,AFRICA,2001,59927,3534,0,0.801,5.954,844537,,,,788140,,
AFR,AFRICA,2002,59233,10433,0,0.804,6.294,868400,,,,819596,,
AFR,AFRICA,2003,74027,8174,0,0.809,6.219,895862,,,,830005,,
AFR,AFRICA,2004,79638,11639,0,0.847,6.509,960214,,,,892211,,
AFR,AFRICA,2005,93401,6510,0,0.891,6.821,1035929,,,,949033,,
AFR,AFRICA,2006,97313,7001,0,0.899,7.051,1070895,,,,980578,,
AFR,AFRICA,2007,121587,7198,0,0.936,7.422,1143470,,,,1029077,,
AFR,AFRICA,2008,120466,10089,0,0.936,7.843,1172997,,,,1062616,,
AFR,AFRICA,2009,134479,8031,0,0.935,8.174,1201445,,,,1074993,,
AFR,AFRICA,2010,156375,21006,0,0.948,8.698,1250350,,,,1114976,,
AFR,AFRICA,2011,207433,35636,0,0.987,8.672,1334944,,,,1163142,,
AFR,AFRICA,2012,189345,21489,0,1.01,9.128,1403018,,,,1235157,,
AFR,AFRICA,2013,219242,26626,0,1.04,9.215,1482656,,,,1290036,,
AFR,AFRICA,2014,311741,28785,0,1.118,9.558,1634947,,,,1351985,,
AFR,AFRICA,2015,305505,35683,0,1.106,9.863,1660269,,,,1390441,,
AFR,AFRICA,2016,281938,27847,0,1.088,10.255,1674667,,,,1420571,,
AFR,AFRICA,2017,308032,30018,0,1.123,10.4,1774197,,,,1496178,,
AFR,AFRICA,2018,290640,28555,0,1.15,11.27,1862933,,,,1600844,,
AFR,AFRICA,2019,295822,30676,0,1.155,11.493,1919289,,,,1654137,,
AFR,AFRICA,2020,265094,28931,0,1.103,11.398,1878411,,,,1642242,,
AFR,AFRICA,2021,284632,24573,0,1.092,11.362,1904466,,,,1644407,,
AFR,AFRICA,2022,296836,21976,0,1.099,11.645,1964632,,,,1689773,,
AFR,AFRICA,2023,327167,22288,0,1.105,11.727,2022647,,,,1717767,,
AFR,AFRICA,2024,355047,23083,0,1.111,11.818,2080279,,,,1748315,,
AFR,AFRICA,2025,384802,23023,0,1.114,11.893,2136192,,,,1774412,,
AFR,AFRICA,2026,417210,22712,0,1.118,11.956,2193133,,,,1798636,,
AFR,AFRICA,2027,452904,22048,0,1.122,12.001,2250486,,,,1819630,,
AFR,AFRICA,2028,490410,21456,0,1.126,12.052,2311092,,,,1842139,,
AFR,AFRICA,2029,528414,20987,0,1.131,12.102,2372146,,,,1864720,,
AFR,AFRICA,2030,568017,20566,0,1.136,12.164,2437125,,,,1889674,,
ZAF,South Africa,1990,1615,2267,4599.226,2.759,0.423,130149,Africa,6420.884211,,130801,,
ZAF,South Africa,1991,2474,1749,5110.631,2.346,0.425,113430,Africa,6410.445113,,112705,,
ZAF,South Africa,1992,1459,1815,5094.004,2.607,0.422,129246,Africa,6258.188866,,129602,,
ZAF,South Africa,1993,4272,1749,6205.211,2.403,0.412,122124,Africa,6328.210811,,119601,,
ZAF,South Africa,1994,10100,1302,6932.523,2.355,0.418,122472,Africa,6517.193656,,113002,,
ZAF,South Africa,1995,13531,1465,9715.836,2.608,0.45,138541,Africa,6715.798283,,126474,,
ZAF,South Africa,1996,9235,2020,9482.308,2.493,0.443,135016,Africa,6996.85935,,127802,,
ZAF,South Africa,1997,6897,1936,11567.018,2.358,0.447,129949,Africa,7175.763732,,124989,,
ZAF,South Africa,1998,7130,1599,11296.117,2.222,0.453,124446,Africa,7176.812841,,118915,,
ZAF,South Africa,1999,12116,2166,9542.136,2.339,0.423,132945,Africa,7344.811918,,122995,,
ZAF,South Africa,2000,14854,1713,10932.356,2.178,0.43,125579,Africa,7714.907526,,112438,,
ZAF,South Africa,2001,11709,1447,12213.451,2.169,0.44,126698,Africa,7989.760316,,116436,,
ZAF,South Africa,2002,11618,2126,11372.89,2.14,0.459,126635,Africa,8310.759384,,117143,,
ZAF,South Africa,2003,24223,1981,9755.803,2.856,0.459,171090,Africa,8608.734881,,148848,,
ZAF,South Africa,2004,29749,1158,11331.767,3.065,0.456,185852,Africa,9131.268581,,157261,,
ZAF,South Africa,2005,37038,1609,13863.216,3.195,0.458,196115,Africa,9790.638471,,160687,,
ZAF,South Africa,2006,28232,1357,15422.856,3.338,0.459,207497,Africa,10518.41754,,180622,,
ZAF,South Africa,2007,31364,1718,16575.758,3.412,0.456,214854,Africa,11233.92813,,185208,,
ZAF,South Africa,2008,24745,4874,26761.409,3.1,0.446,197870,Africa,11661.27813,,177998,,
ZAF,South Africa,2009,34997,4209,19995.415,3.33,0.446,215509,Africa,11409.57161,,184721,,
ZAF,South Africa,2010,34568,16541,19576.84,3.354,0.441,220249,Africa,11721.55437,,202222,,
ZAF,South Africa,2011,42225,31894,21464.725,3.172,0.438,211446,Africa,12172.41141,,201115,,
ZAF,South Africa,2012,43592,18650,24937.321,3.45,0.436,233696,Africa,12057.57589,,208754,,
ZAF,South Africa,2013,36520,21851,27205.43,3.364,0.435,231520,Africa,12450.98706,,216850,,
ZAF,South Africa,2014,24771,24122,37002.325,3.365,0.432,235302,Africa,12521.12855,,234653,,
ZAF,South Africa,2015,41241,29302,31834.912,3.515,0.421,249582,Africa,12552.33967,,237643,,
ZAF,South Africa,2016,31306,23849,31443.623,3.442,0.418,248025,Africa,12591.59185,,240568,,
ZAF,South Africa,2017,36666,25888,33140.658,3.37,0.409,246330,Africa,12701.34893,,235552,,
ZAF,South Africa,2018,44998,24350,26168.234,3.863,0.402,286236,Africa,12931.12276,,265588,,
ZAF,South Africa,2019,36406,26104,32581.802,3.863,0.423,290046,Africa,13009.66863,,279744,,
ZAF,South Africa,2020,22532,25176,40504.447,3.743,0.434,284601,Africa,12095.85629,,287245,,
ZAF,South Africa,2021,27305,20826,40635.262,3.764,0.429,289749,Africa,,,283270,,
ZAF,South Africa,2022,31162,18271,40057.876,3.799,0.429,295904,Africa,,,283014,,
ZAF,South Africa,2023,30583,18612,39897.794,3.829,0.427,301629,Africa,,,289658,,
ZAF,South Africa,2024,29262,19441,39570.694,3.855,0.426,307083,Africa,,,297262,,
ZAF,South Africa,2025,29308,19412,40237.399,3.879,0.427,312342,Africa,,,302446,,
ZAF,South Africa,2026,29741,19132,40700.497,3.903,0.429,317527,Africa,,,306918,,
ZAF,South Africa,2027,30775,18498,41333.855,3.926,0.43,322606,Africa,,,310328,,
ZAF,South Africa,2028,31755,17935,41653.144,3.95,0.431,327769,Africa,,,313949,,
ZAF,South Africa,2029,32570,17492,42182.638,3.973,0.432,332860,Africa,,,317782,,
ZAF,South Africa,2030,33328,17100,42376.406,3.999,0.433,338165,Africa,,,321938,,
WLD,WORLD,1990,4348188,4564999,0,6.073,1567.891,47976339,,,53928487,,,
WLD,WORLD,1991,4537931,5708010,0,6.221,1583.111,49692003,,,54723538,,,
WLD,WORLD,1992,5562127,5984962,0,6.932,1731.781,53903655,,,54255012,,,
WLD,WORLD,1993,5664035,5680953,0,6.809,1772.294,54063592,,,54153046,,,
WLD,WORLD,1994,5960271,5999990,0,6.845,1789.915,55155672,,,55240729,,,
WLD,WORLD,1995,6202718,6774097,0,6.832,1804.453,55849622,,,56250282,,,
WLD,WORLD,1996,5915481,6011248,0,6.814,1812.867,56424814,,,56945738,,,
WLD,WORLD,1997,6505552,6650041,0,6.831,1775.835,57310549,,,57709796,,,
WLD,WORLD,1998,6409656,6616615,0,6.75,1780.942,57407149,,,57568988,,,
WLD,WORLD,1999,6547638,7248300,0,6.76,1784.595,58241660,,,58767671,,,
WLD,WORLD,2000,6638650,6839258,0,6.745,1800.296,58869159,,,59049821,,,
WLD,WORLD,2001,6452523,6814831,0,6.509,1802.642,57543666,,,57907257,,,
WLD,WORLD,2002,7094053,7523277,0,6.663,1823.116,59653105,,,60073682,,,
WLD,WORLD,2003,6746953,7158401,0,6.705,1840.635,60784161,,,61174384,,,
WLD,WORLD,2004,6856452,7197177,0,6.701,1858.529,61512182,,,61749697,,,
WLD,WORLD,2005,7368621,7855868,0,6.73,1875.8,62550503,,,62968503,,,
WLD,WORLD,2006,7709836,8373448,0,6.877,1892.514,64711958,,,65432070,,,
WLD,WORLD,2007,8358165,8594434,0,6.945,1899.396,66161871,,,66499252,,,
WLD,WORLD,2008,8161555,8605490,0,6.758,1915.394,65178409,,,65665076,,,
WLD,WORLD,2009,8172550,8640759,0,6.636,1910.668,64792205,,,65275915,,,
WLD,WORLD,2010,8336384,9273787,0,6.572,1905.927,64952764,,,65910430,,,
WLD,WORLD,2011,8915161,9529598,0,6.439,1908.036,64408597,,,65063332,,,
WLD,WORLD,2012,9010494,9757475,0,6.403,1917.578,64825206,,,65616331,,,
WLD,WORLD,2013,9686908,10803097,0,6.456,1921.844,66138934,,,67276337,,,
WLD,WORLD,2014,10893059,11832006,0,6.426,1933.827,66599644,,,67486499,,,
WLD,WORLD,2015,10843462,10926935,0,6.309,1944.924,66154926,,,66213120,,,
WLD,WORLD,2016,10478598,10850323,0,6.312,1974.096,66943443,,,67251521,,,
WLD,WORLD,2017,10702792,11393747,0,6.354,1987.977,68140615,,,68787487,,,
WLD,WORLD,2018,11607697,11732178,0,6.475,2027.908,70211413,,,70370214,,,
WLD,WORLD,2019,11967935,12483660,0,6.433,2039.229,70508483,,,70998207,,,
WLD,WORLD,2020,11843926,12134415,0,6.331,2003.134,70124597,,,70453210,,,
WLD,WORLD,2021,11771153,12061636,0,6.266,1996.322,70116935,,,70368283,,,
WLD,WORLD,2022,11804332,12094814,0,6.231,1988.838,70430141,,,70707472,,,
WLD,WORLD,2023,11886967,12177449,0,6.216,2008.26,70947532,,,71233784,,,
WLD,WORLD,2024,12005649,12296132,0,6.215,2028.684,71614774,,,71893080,,,
WLD,WORLD,2025,12083047,12373530,0,6.202,2032.526,72134237,,,72417463,,,
WLD,WORLD,2026,12196030,12486512,0,6.182,2035.472,72556251,,,72838055,,,
WLD,WORLD,2027,12322548,12613031,0,6.161,2041.332,72958657,,,73243105,,,
WLD,WORLD,2028,12441904,12732387,0,6.151,2047.5,73474527,,,73761003,,,
WLD,WORLD,2029,12563633,12854116,0,6.14,2052.751,73967630,,,74253718,,,
WLD,WORLD,2030,12689358,12979840,0,6.126,2056.722,74420951,,,74712939,,,
VNM,Viet Nam,1990,0,40,7162250.312,2.195,0.508,169560,Asia,,,,169600,
VNM,Viet Nam,1991,0,50,12417403.89,2.087,0.513,164670,Asia,,,,164720,
VNM,Viet Nam,1992,0,1600,13171088.43,2.179,0.589,175520,Asia,,,,177120,
VNM,Viet Nam,1993,0,650,11664850.31,2.046,0.636,168070,Asia,,,,168720,
VNM,Viet Nam,1994,164,350,13628878.78,2.032,0.657,170050,Asia,,,,170236,
VNM,Viet Nam,1995,731,620,16172949.12,2.058,0.676,175220,Asia,,,,175109,
VNM,Viet Nam,1996,568,191,16255568.93,2.274,0.742,196597,Asia,,,,196221,
VNM,Viet Nam,1997,1361,426,15796455.21,3.251,0.791,284956,Asia,,,,284021,
VNM,Viet Nam,1998,1469,426,16049517.96,3.377,0.824,299736,Asia,,,,298693,
VNM,Viet Nam,1999,941,90,15981817.04,3.624,0.847,325440,Asia,,,,324589,
VNM,Viet Nam,2000,1200,0,12683248.45,4.023,1.007,365342,Asia,,,,364142,
VNM,Viet Nam,2001,1005,50,15362658.46,4.2,1.071,385371,Asia,,,,384416,
VNM,Viet Nam,2002,12374,0,13444105.11,4.644,1.111,430243,Asia,,,,417869,
VNM,Viet Nam,2003,2581,77,13863459.12,4.881,1.217,456507,Asia,,,,454003,
VNM,Viet Nam,2004,37184,5,18040392.01,4.494,1.026,424176,Asia,,,,386997,
VNM,Viet Nam,2005,6307,0,19356889.52,4.191,1.028,399263,Asia,,,,392956,
VNM,Viet Nam,2006,42603,0,20147473.15,4.748,1.021,456535,Asia,,,,413932,
VNM,Viet Nam,2007,158064,24,25265715.54,6.063,1.049,588534,Asia,,,,430494,
VNM,Viet Nam,2008,237511,0,32743707.84,7.81,1.173,765369,Asia,,,,527858,
VNM,Viet Nam,2009,271348,246,29489403.12,8.864,1.211,877285,Asia,,,,606184,
VNM,Viet Nam,2010,508715,292,35954138.32,10.385,1.315,1038076,Asia,,,,529653,
VNM,Viet Nam,2011,804445,103,45947824.37,13.878,1.59,1401491,Asia,,,,597150,
VNM,Viet Nam,2012,517749,476,44361598.43,11.187,1.468,1141622,Asia,,,,624349,
VNM,Viet Nam,2013,117865,72,46655150.14,7.693,1.372,793347,Asia,,,,675555,
VNM,Viet Nam,2014,73811,4010,44354829.41,7.651,1.404,797381,Asia,,,,727580,
VNM,Viet Nam,2015,81122,8699,38850841.59,8.163,1.449,859687,Asia,,,,787264,
VNM,Viet Nam,2016,83035,6196,37154043.56,8.431,1.524,897154,Asia,,,,820315,
VNM,Viet Nam,2017,65213,8607,39867936.36,8.625,1.618,927212,Asia,,,,870606,
VNM,Viet Nam,2018,169629,22855,39795942.53,9.85,1.707,1069490,Asia,,,,922716,
VNM,Viet Nam,2019,213492,39150,42292098.88,11.439,1.999,1253907,Asia,,,,1079566,
VNM,Viet Nam,2020,144459,36000,36451032.37,11.436,2.135,1265000,Asia,,,,1156541,
VNM,Viet Nam,2021,117399,40911,39395552.22,11.459,2.174,1278337,Asia,,,,1201848,
VNM,Viet Nam,2022,136675,37250,42372298.43,11.983,2.213,1347479,Asia,,,,1248054,
VNM,Viet Nam,2023,150985,35033,43916604.63,12.419,2.244,1407041,Asia,,,,1291089,
VNM,Viet Nam,2024,164096,33280,45422655.91,12.834,2.272,1464453,Asia,,,,1333637,
VNM,Viet Nam,2025,177129,31748,47251657.57,13.255,2.3,1522918,Asia,,,,1377537,
VNM,Viet Nam,2026,186090,30797,48840780.35,13.645,2.329,1578154,Asia,,,,1422860,
VNM,Viet Nam,2027,195612,29864,50425456.84,14.043,2.357,1634453,Asia,,,,1468705,
VNM,Viet Nam,2028,204469,29060,51678315.68,14.433,2.382,1689981,Asia,,,,1514572,
VNM,Viet Nam,2029,214643,28202,52919082.82,14.832,2.405,1746545,Asia,,,,1560105,
VNM,Viet Nam,2030,220847,27711,54046840.81,15.194,2.426,1798448,Asia,,,,1605312,
ZAF,South Africa,1990,20325,5229,2956.751,13.297,0.328,556058,Africa,6420.884211,,,540962,
ZAF,South Africa,1991,24265,6078,3564.858,12.256,0.302,525333,Africa,6410.445113,,,507146,
ZAF,South Africa,1992,40834,7564,3655.002,12.181,0.323,535321,Africa,6258.188866,,,502051,
ZAF,South Africa,1993,27922,12439,3725.945,12.138,0.339,546669,Africa,6328.210811,,,531186,
ZAF,South Africa,1994,73546,8159,4979.276,13.643,0.351,628900,Africa,6517.193656,,,563513,
ZAF,South Africa,1995,111475,3543,5991.507,15.067,0.368,709422,Africa,6715.798283,,,601490,
ZAF,South Africa,1996,66081,4374,7011.208,14.797,0.399,710258,Africa,6996.85935,,,648551,
ZAF,South Africa,1997,90869,7640,6991.964,15.984,0.424,780825,Africa,7175.763732,,,697595,
ZAF,South Africa,1998,63778,10153,7285.206,14.606,0.404,725003,Africa,7176.812841,,,671378,
ZAF,South Africa,1999,98367,9462,7862.282,15.879,0.425,800037,Africa,7344.811918,,,711131,
ZAF,South Africa,2000,90702,19570,6798.516,17.504,0.461,894465,Africa,7714.907526,,,823333,
ZAF,South Africa,2001,68405,21102,9459.538,18.292,0.51,947242,Africa,7989.760316,,,899939,
ZAF,South Africa,2002,77530,20461,9586.029,18.837,0.528,987894,Africa,8310.759384,,,930825,
ZAF,South Africa,2003,129392,14834,7557.219,19.181,0.516,1018337,Africa,8608.734881,,,903779,
ZAF,South Africa,2004,148440,11856,7496.676,19.537,0.517,1049926,Africa,9131.268581,,,913342,
ZAF,South Africa,2005,183112,7237,8568.831,20.788,0.409,1131055,Africa,9790.638471,,,955180,
ZAF,South Africa,2006,264078,10324,8590.974,22.339,0.414,1230918,Africa,10518.41754,,,977164,
ZAF,South Africa,2007,253649,11438,11082.065,24.603,0.473,1373261,Africa,11233.92813,,,1131050,
ZAF,South Africa,2008,202567,9827,16430.1,26.993,0.589,1526951,Africa,11661.27813,,,1334212,
ZAF,South Africa,2009,211305,27410,13978.048,27.51,0.666,1577994,Africa,11409.57161,,,1394099,
ZAF,South Africa,2010,269566,75842,13764.932,28.761,0.711,1673920,Africa,11721.55437,,,1480196,
ZAF,South Africa,2011,353732,93687,16133.507,29.657,0.716,1752571,Africa,12172.41141,,,1492527,
ZAF,South Africa,2012,407441,72180,17448.527,30.506,0.714,1831497,Africa,12057.57589,,,1496236,
ZAF,South Africa,2013,392191,64266,21410.577,32.96,0.538,2010843,Africa,12450.98706,,,1682919,
ZAF,South Africa,2014,394389,91062,23008.959,32.994,0.529,2045036,Africa,12521.12855,,,1741708,
ZAF,South Africa,2015,479389,93069,23005.946,33.866,0.584,2131505,Africa,12552.33967,,,1745185,
ZAF,South Africa,2016,561231,96430,24837.778,33.795,0.593,2158573,Africa,12591.59185,,,1693772,
ZAF,South Africa,2017,559005,82520,24430.755,33.215,0.647,2151762,Africa,12701.34893,,,1675276,
ZAF,South Africa,2018,567609,62936,22888.123,34.624,0.635,2273853,Africa,12931.12276,,,1769179,
ZAF,South Africa,2019,540605,64943,26313.332,34.548,0.654,2298940,Africa,13009.66863,,,1823279,
ZAF,South Africa,2020,486489,65626,27059.167,35.516,0.708,2393657,Africa,12095.85629,,,1972795,
ZAF,South Africa,2021,479619,66292,28184.971,35.921,0.719,2450868,Africa,,,,2037542,
ZAF,South Africa,2022,464515,67815,28193.519,36.221,0.729,2500720,Africa,,,,2104020,
ZAF,South Africa,2023,465070,67758,28685.758,36.679,0.737,2561390,Africa,,,,2164078,
ZAF,South Africa,2024,475411,66708,29107.755,37.275,0.745,2631842,Africa,,,,2223139,
ZAF,South Africa,2025,484407,65827,29866.907,37.882,0.752,2703491,Africa,,,,2284910,
ZAF,South Africa,2026,491629,65139,30555.929,38.495,0.76,2775956,Africa,,,,2349465,
ZAF,South Africa,2027,498180,64529,31220.231,39.108,0.768,2848669,Africa,,,,2415019,
ZAF,South Africa,2028,507369,63698,31716.929,39.754,0.776,2924224,Africa,,,,2480553,
ZAF,South Africa,2029,517571,62804,32187.466,40.401,0.782,3000192,Africa,,,,2545424,
ZAF,South Africa,2030,528828,61852,32684.228,41.05,0.788,3076669,Africa,,,,2609693,
ASP,ASIA,1990,820359,737183,0,7.243,55.574,29636177,,,,30076534,,
ASP,ASIA,1991,952756,874010,0,7.701,57.864,31983044,,,,31892746,,
ASP,ASIA,1992,1017288,708534,0,8.047,60.553,34209556,,,,33923873,,
ASP,ASIA,1993,983318,728036,0,8.451,62.226,36492612,,,,36258687,,
ASP,ASIA,1994,1108557,824003,0,8.987,63.557,39399783,,,,39107029,,
ASP,ASIA,1995,1255169,922474,0,9.012,66.071,40097917,,,,39793679,,
ASP,ASIA,1996,1347271,869333,0,8.939,69.583,40349351,,,,39847240,,
ASP,ASIA,1997,1196832,652557,0,9.762,61.156,44688054,,,,44091272,,
ASP,ASIA,1998,1246795,657634,0,10.251,64.631,47579679,,,,46961211,,
ASP,ASIA,1999,1569120,536046,0,10.19,66.459,47933713,,,,46943463,,
ASP,ASIA,2000,1762434,373581,0,10.325,67.866,49207279,,,,47925755,,
ASP,ASIA,2001,1700592,475102,0,10.414,66.82,50268338,,,,49062106,,
ASP,ASIA,2002,1929378,515515,0,10.54,67.718,51519986,,,,50197142,,
ASP,ASIA,2003,1909438,632564,0,10.735,68.101,53117718,,,,51841123,,
ASP,ASIA,2004,2086196,798258,0,10.829,67.913,54235409,,,,52952773,,
ASP,ASIA,2005,2172938,740934,0,11.145,69.196,56482015,,,,55136420,,
ASP,ASIA,2006,2052616,597708,0,11.36,70.76,58251948,,,,56748537,,
ASP,ASIA,2007,2306189,445704,0,10.619,69.249,55083045,,,,53183022,,
ASP,ASIA,2008,3034603,408939,0,11.293,71.33,59246694,,,,56600617,,
ASP,ASIA,2009,2490260,407562,0,11.657,75.347,61842787,,,,59698963,,
ASP,ASIA,2010,2649370,427636,0,11.913,75.022,63901718,,,,61635119,,
ASP,ASIA,2011,3367492,541221,0,11.856,75.105,64285856,,,,61458493,,
ASP,ASIA,2012,3163629,494305,0,12.284,76.584,67317117,,,,64679526,,
ASP,ASIA,2013,3094072,485001,0,12.488,76.326,69149732,,,,66538390,,
ASP,ASIA,2014,3314860,604808,0,12.726,76.596,71192019,,,,68516269,,
ASP,ASIA,2015,3705599,503208,0,12.707,76.081,71794519,,,,68582913,,
ASP,ASIA,2016,4911626,489443,0,12.473,75.117,71159085,,,,66730020,,
ASP,ASIA,2017,4794518,410463,0,12.393,72.425,71378197,,,,66991159,,
